2023/4/19,9:00,3151
2023/4/19,10:00,3256
2023/4/19,11:00,3312
2023/4/19,12:00,3144
2023/4/19,13:00,3218
2023/4/19,14:00,3151
2023/4/19,15:00,3085
2023/4/19,16:00,3125
2023/4/19,17:00,3068
2023/4/19,18:00,3118
2023/4/19,19:00,3046
2023/4/19,20:00,2919
2023/4/19,21:00,2759
2023/4/19,22:00,2636
2023/4/19,23:00,2503
2023/4/20,0:00,2324
2023/4/20,1:00,2231
2023/4/20,2:00,2226
2023/4/20,3:00,2262
2023/4/20,4:00,2290
2023/4/20,5:00,2293
2023/4/20,6:00,2373
2023/4/20,7:00,2566
2023/4/20,8:00,2857
2023/4/20,9:00,3112
2023/4/20,10:00,3234
2023/4/20,11:00,3293
2023/4/20,12:00,3195
2023/4/20,13:00,3277
2023/4/20,14:00,3264
2023/4/20,15:00,3228
2023/4/20,16:00,3219
2023/4/20,17:00,3135
2023/4/20,18:00,3160
2023/4/20,19:00,3080
2023/4/20,20:00,2937
2023/4/20,21:00,2771
2023/4/20,22:00,2646
2023/4/20,23:00,2506
2023/4/21,0:00,2330
2023/4/21,1:00,2234
2023/4/21,2:00,2231
2023/4/21,3:00,2269
2023/4/21,4:00,2290
2023/4/21,5:00,2276
2023/4/21,6:00,2350
2023/4/21,7:00,2561
2023/4/21,8:00,2895
2023/4/21,9:00,3174
2023/4/21,10:00,3295
2023/4/21,11:00,3376
2023/4/21,12:00,3287
2023/4/21,13:00,3386
2023/4/21,14:00,3393
2023/4/21,15:00,3374
2023/4/21,16:00,3271
2023/4/21,17:00,3150
2023/4/21,18:00,3166
2023/4/21,19:00,3064
2023/4/21,20:00,2912
2023/4/21,21:00,2742
2023/4/21,22:00,2609
2023/4/21,23:00,2485
2023/4/22,0:00,2307
2023/4/22,1:00,2207
2023/4/22,2:00,2184
2023/4/22,3:00,2210
2023/4/22,4:00,2215
2023/4/22,5:00,2203
2023/4/22,6:00,2193
2023/4/22,7:00,2275
2023/4/22,8:00,2422
2023/4/22,9:00,2544
2023/4/22,10:00,2594
2023/4/22,11:00,2639
2023/4/22,12:00,2624
2023/4/22,13:00,2615
2023/4/22,14:00,2587
2023/4/22,15:00,2574
2023/4/22,16:00,2589
2023/4/22,17:00,2637
2023/4/22,18:00,2761
2023/4/22,19:00,2762
2023/4/22,20:00,2684
2023/4/22,21:00,2558
2023/4/22,22:00,2445
2023/4/22,23:00,2338
2023/4/23,0:00,2187
2023/4/23,1:00,2104
2023/4/23,2:00,2094
2023/4/23,3:00,2150
2023/4/23,4:00,2177
2023/4/23,5:00,2155
2023/4/23,6:00,2126
2023/4/23,7:00,2195
2023/4/23,8:00,2317
2023/4/23,9:00,2460
2023/4/23,10:00,2533
2023/4/23,11:00,2594
2023/4/23,12:00,2525
2023/4/23,13:00,2504
2023/4/23,14:00,2483
2023/4/23,15:00,2452
2023/4/23,16:00,2481
2023/4/23,17:00,2589
2023/4/23,18:00,2748
2023/4/23,19:00,2774
2023/4/23,20:00,2697
2023/4/23,21:00,2583
2023/4/23,22:00,2444
2023/4/23,23:00,2326
2023/4/24,0:00,2171
2023/4/24,1:00,2091
2023/4/24,2:00,2103
2023/4/24,3:00,2158
2023/4/24,4:00,2219
2023/4/24,5:00,2273
2023/4/24,6:00,2389
2023/4/24,7:00,2544
2023/4/24,8:00,2821
2023/4/24,9:00,3111
2023/4/24,10:00,3123
2023/4/24,11:00,3189
2023/4/24,12:00,2983
2023/4/24,13:00,3094
2023/4/24,14:00,3090
2023/4/24,15:00,3030
2023/4/24,16:00,3066
2023/4/24,17:00,3096
2023/4/24,18:00,3209
2023/4/24,19:00,3146
2023/4/24,20:00,3029
2023/4/24,21:00,2872
2023/4/24,22:00,2735
2023/4/24,23:00,2570
2023/4/25,0:00,2374
2023/4/25,1:00,2279
2023/4/25,2:00,2288
2023/4/25,3:00,2340
2023/4/25,4:00,2389
2023/4/25,5:00,2424
2023/4/25,6:00,2536
2023/4/25,7:00,2680
2023/4/25,8:00,2933
2023/4/25,9:00,3166
2023/4/25,10:00,3252
2023/4/25,11:00,3257
2023/4/25,12:00,3160
2023/4/25,13:00,3184
2023/4/25,14:00,3216
2023/4/25,15:00,3178
2023/4/25,16:00,3174
2023/4/25,17:00,3166
2023/4/25,18:00,3202
2023/4/25,19:00,3122
2023/4/25,20:00,3003
2023/4/25,21:00,2841
2023/4/25,22:00,2696
2023/4/25,23:00,2547
2023/4/26,0:00,2360
2023/4/26,1:00,2260
2023/4/26,2:00,2255
2023/4/26,3:00,2293
2023/4/26,4:00,2319
2023/4/26,5:00,2374
2023/4/26,6:00,2522
2023/4/26,7:00,2758
2023/4/26,8:00,3042
2023/4/26,9:00,3227
2023/4/26,10:00,3259
2023/4/26,11:00,3254
2023/4/26,12:00,3128
2023/4/26,13:00,3229
2023/4/26,14:00,3218
2023/4/26,15:00,3217
